variant,n_train,run_idx,seed,test_accuracy,test_macro_precision,test_macro_recall,test_macro_f1,train_accuracy,heldout_accuracy,generalization_gap,split_signature,data_signature,hyperparameter_signature,source_type,train_time_s
full,7,8,708,0.9727371864776445,0.9756989103771029,0.9727371864776445,0.9728334167998163,1.0,0.972737193107605,0.02726280689239502,9cc6376490d4405741ce147ae7974d8fcc964608ea0044affd6b31e7caf45fbd,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.74379450000015
no_caim,7,8,708,0.9178480552526354,0.9313681684141074,0.9178480552526354,0.9141336553770101,1.0,0.9178480505943298,0.08215194940567017,9cc6376490d4405741ce147ae7974d8fcc964608ea0044affd6b31e7caf45fbd,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.19956900000034
full,7,9,709,0.7553616866593966,0.857817546175547,0.7553616866593965,0.7305451154691474,0.9591836734693877,0.7553616762161255,0.20382199725326222,10282a9ea35af0104b1abb8221d2e4eee5a2caa4fb345317a89c7b908fdbac0c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.32043390000035
no_caim,7,9,709,0.8938567793529626,0.8948727801155204,0.8938567793529625,0.8932100364331574,1.0,0.8938567638397217,0.10614323616027832,10282a9ea35af0104b1abb8221d2e4eee5a2caa4fb345317a89c7b908fdbac0c,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.68691090000175
full,7,10,710,0.965103598691385,0.9653237925031597,0.9651035986913848,0.9642374861663267,1.0,0.9651036262512207,0.0348963737487793,7a203e6f725cba7e02a555de277951086de5de5e9bbb57929625e2e1e224b4ed,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.65880379999908
no_caim,7,10,710,0.8818611414031261,0.8888699674853473,0.8818611414031261,0.8799987550559148,1.0,0.88186115026474,0.11813884973526001,7a203e6f725cba7e02a555de277951086de5de5e9bbb57929625e2e1e224b4ed,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.12942339999972
full,10,1,1001,0.9805860805860805,0.98167324289113,0.9805860805860807,0.9804909550771707,1.0,0.980586051940918,0.01941394805908203,199c87c7f79627b52db4c9823cd1828c47dea288ad1fae92401306bd1befca90,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.23048209999979
no_caim,10,1,1001,0.9413919413919414,0.9477257573224253,0.9413919413919414,0.9397713831973992,1.0,0.9413919448852539,0.058608055114746094,199c87c7f79627b52db4c9823cd1828c47dea288ad1fae92401306bd1befca90,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.32778729999882
full,10,2,1002,0.9868131868131869,0.9869543113164329,0.9868131868131869,0.9868027950713582,1.0,0.9868131875991821,0.013186812400817871,cefb326afec27391f2caa91f87aa5670d837f154d4596109e5d71b822b060e72,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,94.14368939999986
no_caim,10,2,1002,0.8930402930402931,0.8958273714914429,0.8930402930402931,0.8925123025578815,1.0,0.8930402994155884,0.10695970058441162,cefb326afec27391f2caa91f87aa5670d837f154d4596109e5d71b822b060e72,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,88.55429630000071
full,10,3,1003,0.9564102564102565,0.9608774994149466,0.9564102564102566,0.9562402465356629,1.0,0.9564102292060852,0.043589770793914795,5a124c089571a5f29f9990fecba902d28c7cb87cfb18caf63ca805dafff255b0,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.52876649999962
no_caim,10,3,1003,0.9032967032967033,0.9209421454480824,0.9032967032967033,0.9004887590390831,1.0,0.903296709060669,0.09670329093933105,5a124c089571a5f29f9990fecba902d28c7cb87cfb18caf63ca805dafff255b0,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,87.6436020000001
full,10,4,1004,0.9809523809523809,0.9818531142642384,0.980952380952381,0.9809943352713104,1.0,0.9809523820877075,0.01904761791229248,ffc479385daf2eabb1837a30cccc329ff40051d1cc97a1c564e2ce621ad732d3,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.77683479999905
no_caim,10,4,1004,0.8827838827838828,0.8835945664204076,0.8827838827838829,0.8816455283260723,1.0,0.8827838897705078,0.11721611022949219,ffc479385daf2eabb1837a30cccc329ff40051d1cc97a1c564e2ce621ad732d3,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,87.38973540000006
full,10,5,1005,0.9831501831501831,0.9839352045324105,0.9831501831501832,0.9830905963058358,1.0,0.9831501841545105,0.016849815845489502,551f0715ff83385406b8bff0ab5d0441fd64c001b9732fdd17be5af4fd8a4ed2,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,94.10747750000155
no_caim,10,5,1005,0.9142857142857143,0.9264941231734684,0.9142857142857144,0.9128841000904765,1.0,0.9142857193946838,0.08571428060531616,551f0715ff83385406b8bff0ab5d0441fd64c001b9732fdd17be5af4fd8a4ed2,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.44044080000094
full,10,6,1006,0.9827838827838827,0.9840249648730381,0.9827838827838828,0.9827529053606459,1.0,0.982783854007721,0.017216145992279053,1609e44ac30e72478a7a6ba84ad668dd27ce9fc6f5f8bde31c163e2e360aaedc,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.99907480000002
no_caim,10,6,1006,0.9007326007326008,0.9110231790601133,0.9007326007326008,0.8991746429587665,1.0,0.9007325768470764,0.09926742315292358,1609e44ac30e72478a7a6ba84ad668dd27ce9fc6f5f8bde31c163e2e360aaedc,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.37278890000016
full,10,7,1007,0.9091575091575091,0.9256600635628166,0.9091575091575093,0.9070657092491226,0.9571428571428572,0.9091575145721436,0.04798534257071363,8d252f401e06f5e3cff447268ad2bbaac4cab8746f8dfb8b8b762faaf3451e0b,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.09601860000112
no_caim,10,7,1007,0.941025641025641,0.9495955244237219,0.9410256410256411,0.94027895627681,1.0,0.9410256147384644,0.058974385261535645,8d252f401e06f5e3cff447268ad2bbaac4cab8746f8dfb8b8b762faaf3451e0b,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,86.49881769999956
full,10,8,1008,0.9754578754578754,0.9761392320688521,0.9754578754578755,0.97527518448637,1.0,0.9754578471183777,0.024542152881622314,f11f3d73e0fea6c945a3d979aec65608ee4e3c09e7affd658a4c8959d1d35aab,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,91.25246800000059
no_caim,10,8,1008,0.963003663003663,0.9665694413071954,0.9630036630036631,0.9627384415424484,0.9714285714285714,0.9630036354064941,0.008424936022077278,f11f3d73e0fea6c945a3d979aec65608ee4e3c09e7affd658a4c8959d1d35aab,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,88.49627679999867
full,10,9,1009,0.9893772893772894,0.9895477405589147,0.9893772893772894,0.9893538666781014,1.0,0.9893772602081299,0.010622739791870117,f63c2cb6583c194bd8364ab988604a713ab8c57b8ad54a4f186abde8cd0db82f,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,92.91844889999993
no_caim,10,9,1009,0.9633699633699634,0.9640447229568826,0.9633699633699635,0.9635669120452685,1.0,0.9633699655532837,0.03663003444671631,f63c2cb6583c194bd8364ab988604a713ab8c57b8ad54a4f186abde8cd0db82f,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,85.77270630000021
full,10,10,1010,0.9824175824175824,0.983337654165744,0.9824175824175825,0.982407288307828,1.0,0.9824175834655762,0.017582416534423828,56710f370ef6be33632d3135f7ce1f7cb6cfc8ddbf7266bc9bbbb6262e3d49ce,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,90.7072060999999
no_caim,10,10,1010,0.8278388278388278,0.847186884092273,0.8278388278388278,0.8270482737271342,1.0,0.8278388381004333,0.17216116189956665,56710f370ef6be33632d3135f7ce1f7cb6cfc8ddbf7266bc9bbbb6262e3d49ce,fceed958e6a2014a43a3c3ed8c6aa5c941680d1c6a82b0dcda6f4bf2a2a4ef35,5ad8b2b0c14afbdbcd128a062936a76cd3464251f9c448f76b8dc3ff0b5781b1,new_paper_aligned_training,87.08264169999893
