source_type,reference_type,source_table,case,load,n_train,model,accuracy_mean,accuracy_sd,macro_f1_mean,macro_f1_sd,macro_precision_mean,macro_precision_sd,macro_recall_mean,macro_recall_sd,runs,retained_after_trim,aggregation,benchmark_scope,comparison_type
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,10,CFFN,0.5869,0.0551,0.5795,0.0612,0.6135,0.0693,0.7548750000000001,0.05132479298545685,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,15,CFFN,0.6298,0.0523,0.6232,0.0577,0.6513,0.0649,0.803375,0.08630242971666557,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,20,CFFN,0.6654,0.0518,0.6619,0.0566,0.6873,0.0628,0.9300625,0.06482160013259468,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,25,CFFN,0.696,0.0451,0.6948,0.0458,0.7077,0.0492,0.9237500000000001,0.061346862185445175,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,30,CFFN,0.7251,0.0416,0.7245,0.042,0.7334,0.0432,0.7585,0.22606871189972308,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,5,CDTFAFN,0.5774,0.0508,0.5717,0.0525,0.5873,0.0549,0.4948125,0.040663203190968604,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,10,CDTFAFN,0.6432,0.0461,0.6382,0.0493,0.6557,0.053,0.7936875,0.07633721958356879,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,15,CDTFAFN,0.7174,0.0409,0.7135,0.0439,0.7264,0.047,0.8219375,0.08230713725886714,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,20,CDTFAFN,0.7556,0.0365,0.7545,0.0373,0.7615,0.0384,0.910875,0.040695323748558665,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,25,CDTFAFN,0.7845,0.0315,0.7838,0.0319,0.7882,0.0324,0.842375,0.11676759771015247,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,30,CDTFAFN,0.8078,0.0285,0.8074,0.0288,0.8117,0.0296,0.9475625000000001,0.050792739084932204,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,5,MSF-DFormer,0.7862,0.0466,0.7827,0.0485,0.794,0.0481,0.7090000000000001,0.1483602035587711,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,10,MSF-DFormer,0.904,0.0254,0.9032,0.0259,0.9059,0.0256,0.866625,0.08019147008878189,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,15,MSF-DFormer,0.9538,0.0158,0.9537,0.0159,0.9541,0.0159,0.9538125,0.020989487696225453,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,20,MSF-DFormer,0.969,0.0105,0.9689,0.0106,0.9692,0.0105,0.9112499999999999,0.062360343969545276,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,25,MSF-DFormer,0.9663,0.0098,0.9663,0.0098,0.9664,0.0098,0.9663125,0.028146866499665614,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,30,MSF-DFormer,0.9613,0.0114,0.9613,0.0115,0.9614,0.0114,0.9495625,0.0328142856656975,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,5,KDCNN-DF,0.5736,0.0544,0.5641,0.0586,0.5931,0.0629,0.469125,0.10118570489451564,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,10,KDCNN-DF,0.6416,0.0538,0.633,0.0578,0.668,0.0627,0.61175,0.11740128832342513,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,15,KDCNN-DF,0.6973,0.0438,0.6914,0.0471,0.7133,0.0507,0.7105625,0.07372984364387324,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,20,KDCNN-DF,0.7327,0.0398,0.7295,0.0417,0.7445,0.0458,0.75975,0.03974685522151405,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,25,KDCNN-DF,0.7612,0.0337,0.7606,0.034,0.7679,0.0347,0.7579375,0.12524936065206085,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,30,KDCNN-DF,0.7902,0.0298,0.79,0.03,0.7942,0.0305,0.7725625,0.10869723935661844,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,5,Full MHFL-MCA,0.9156,0.0832,0.9108,0.091,0.9207,0.08,0.9155625000000001,0.039343390089696124,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,10,Full MHFL-MCA,0.942,0.0484,0.9402,0.0495,0.9446,0.0475,0.9513750000000001,0.017354304221143528,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,15,Full MHFL-MCA,0.9425,0.0752,0.9405,0.0774,0.9452,0.073,0.9425,0.03967051802031324,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,20,Full MHFL-MCA,0.9623,0.029,0.9616,0.0295,0.9637,0.0281,0.96225,0.031193949733882707,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,25,Full MHFL-MCA,0.9389,0.0609,0.9368,0.0639,0.9409,0.0606,0.9389375000000001,0.04196459631344023,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
main_manuscript_deep_reference,main_manuscript_aggregated_reference,Table 10,KAIST,4Nm,30,Full MHFL-MCA,0.9925,0.0096,0.9925,0.0097,0.9927,0.0096,0.9924999999999999,0.009611191393370544,10,8,trimmed_mean_sd_drop_one_high_one_low,main-manuscript deep-model aggregated references; no deep-model training or per-seed pairing,descriptive_aggregated_reference_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,5,TF-SVM early fusion,0.8897830018083183,0.05707292800398747,0.8876648360020751,0.058902790974839477,0.9050075414604908,0.04772520377881249,0.8897830018083182,0.057072928003987486,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,5,TF-SVM late fusion,0.9085895117540687,0.05065187903573491,0.905664066234938,0.053202588876199705,0.9209627496562758,0.04140403534036116,0.9085895117540688,0.05065187903573497,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,10,TF-SVM early fusion,0.972893772893773,0.013207147529172115,0.972875976050449,0.013245050362093709,0.9740427401201508,0.01251146887285644,0.972893772893773,0.013207147529172125,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,10,TF-SVM late fusion,0.9766025641025641,0.01521959012589399,0.9764881441999925,0.015352918882143697,0.9781330011547045,0.01331541605204024,0.9766025641025642,0.015219590125893946,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,15,TF-SVM early fusion,0.9895176252319109,0.0038728433664467756,0.9895374383336182,0.0038523355080970333,0.9898482171781018,0.003582337762948323,0.9895176252319109,0.003872843366446769,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,15,TF-SVM late fusion,0.9900278293135436,0.004800276492415863,0.9900021092937522,0.004827076216323372,0.9901656930231324,0.004669121518285271,0.9900278293135436,0.004800276492415892,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,20,TF-SVM early fusion,0.9939849624060151,0.002224090144022412,0.9939864480798196,0.0022137706056996834,0.9940849460255177,0.002124249131610778,0.9939849624060151,0.0022240901440224187,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,20,TF-SVM late fusion,0.9943139097744361,0.0011501163769286162,0.9943110868734258,0.0011456533682642257,0.9943758551198492,0.0010952865998973792,0.9943139097744361,0.0011501163769286039,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,25,TF-SVM early fusion,0.9968095238095238,0.0015230652944494634,0.9968063409011575,0.0015281771492854054,0.9968316123010725,0.0015104774014309352,0.9968095238095238,0.001523065294449448,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,25,TF-SVM late fusion,0.9951904761904762,0.0017657615445465671,0.9951866345331479,0.0017696910322459974,0.9952378405621073,0.001740555953494358,0.9951904761904762,0.0017657615445465858,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,30,TF-SVM early fusion,0.9972972972972973,0.0011900413133144826,0.9972977828712275,0.0011892433030241869,0.997312131255537,0.0011815147664486362,0.9972972972972973,0.0011900413133144377,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,UO,held-out,30,TF-SVM late fusion,0.9960424710424711,0.0017561202122258817,0.9960399594494145,0.0017573961514446628,0.9960741228131628,0.001731420841269304,0.9960424710424711,0.001756120212225891,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,5,TF-SVM early fusion,0.6358124999999999,0.09635738733356151,0.6167038250395087,0.09957634599892391,0.6384491871214575,0.11661307315597251,0.6358125,0.09635738733356151,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,5,TF-SVM late fusion,0.8533125,0.0376513093231829,0.853015667125633,0.03768926983140431,0.8656793426154079,0.032878063817553496,0.8533125,0.037651309323182926,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,5,TF-SVM early fusion,0.5911875,0.08654837429871227,0.5822916210801858,0.08800974673940999,0.6099134167882301,0.10492059477932773,0.5911875,0.08654837429871227,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,5,TF-SVM late fusion,0.786,0.04299055128746315,0.7891174427197662,0.04247831510904833,0.8278854519808797,0.03214219182118917,0.786,0.04299055128746316,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,10,TF-SVM early fusion,0.8309375,0.025523809350290957,0.8303966952387691,0.025743622176696457,0.8376634265137275,0.025310200225046837,0.8309375,0.025523809350290933,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,10,TF-SVM late fusion,0.940875,0.015418637261444336,0.9407982474642438,0.015443002114657788,0.9456279631176281,0.013452188156042296,0.940875,0.015418637261444358,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,10,TF-SVM early fusion,0.7560625000000001,0.03445054199501077,0.7608750827527307,0.03602933304896717,0.7900750082205888,0.026804838535773718,0.7560625,0.03445054199501075,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,10,TF-SVM late fusion,0.883,0.03360617502781297,0.8850407333908225,0.03301021656531937,0.907175489614509,0.02192602563748495,0.8830000000000001,0.03360617502781296,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,15,TF-SVM early fusion,0.8850625,0.011571618026447296,0.8856476252349083,0.011234582254491253,0.8894257806601682,0.010717210341253702,0.8850625,0.011571618026447298,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,15,TF-SVM late fusion,0.97275,0.008591420138719778,0.9727630160904959,0.008616001296070602,0.9736566433599733,0.008107635576484999,0.97275,0.008591420138719804,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,15,TF-SVM early fusion,0.80975,0.022956480566497975,0.8172637706972279,0.021313812405659466,0.8485447166411211,0.011198621912015271,0.80975,0.022956480566498006,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,15,TF-SVM late fusion,0.9277500000000001,0.008926785535678545,0.9295679509932535,0.008425067330643816,0.9410727636926715,0.0053307376785230705,0.9277500000000001,0.008926785535678572,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,20,TF-SVM early fusion,0.90925,0.006490377492873605,0.9090844413677248,0.006425944474687528,0.9123167193809808,0.005881577443832131,0.90925,0.006490377492873577,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,20,TF-SVM late fusion,0.97675,0.006025985396596984,0.9767395321742279,0.006038629607671826,0.9774900460217731,0.005394263874970746,0.97675,0.0060259853965969785,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,20,TF-SVM early fusion,0.8523125,0.016203659887506893,0.85776625066641,0.01453473147004716,0.8794184347741619,0.007455551361454539,0.8523125,0.016203659887506924,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,20,TF-SVM late fusion,0.9426874999999999,0.006923409113290908,0.9437302809835785,0.006688858515029888,0.9512108874767974,0.0037330371522527146,0.9426875000000001,0.006923409113290938,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,25,TF-SVM early fusion,0.9333750000000001,0.006392133837772774,0.9333069507314256,0.00635584518311531,0.9353053767246591,0.007317226315959887,0.9333750000000001,0.006392133837772846,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,25,TF-SVM late fusion,0.9845625,0.004811688243226064,0.9845615793821907,0.0048130985713822185,0.9848511429681148,0.004589143989002463,0.9845625,0.0048116882432260736,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,25,TF-SVM early fusion,0.8823125,0.008015366102056725,0.8858903698105209,0.0076646978610010715,0.8999658432688622,0.008593847479779535,0.8823125,0.008015366102056712,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,25,TF-SVM late fusion,0.94575,0.008351646544245016,0.9465051951549288,0.008153738611405397,0.9540842715988975,0.006429080763227442,0.9457500000000001,0.008351646544245084,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,30,TF-SVM early fusion,0.94275,0.007705517503711224,0.9426847799959333,0.007654623438593073,0.94438301204093,0.006956905455085303,0.94275,0.007705517503711234,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,2Nm,30,TF-SVM late fusion,0.9881875,0.0038966131126915845,0.988171901424588,0.003900937721426768,0.9883495993099874,0.003748362038434109,0.9881875,0.003896613112691548,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,30,TF-SVM early fusion,0.8955,0.011535271995059338,0.8985197149167531,0.010537671832315205,0.9131477385783467,0.004806521092149045,0.8955,0.011535271995059314,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
new_traditional_baseline,new_per_seed_traditional_baseline,reviewer_suite_06_clean,KAIST,4Nm,30,TF-SVM late fusion,0.95875,0.012321221530351598,0.9594734708394814,0.01188124115183593,0.9642199608571891,0.009006968480767208,0.95875,0.012321221530351584,10,8,trimmed_mean_sd_drop_one_high_one_low,interpretable time/frequency-feature SVM reference baselines,descriptive_cross_method_benchmark_only
